lhs,rhs,support,confidence,lift,antecedents_str,consequents_str
frozenset({'Bacon'}),frozenset({'Onion'}),0.1875,0.43500000000000005,1.146818181818182,Bacon,Onion
frozenset({'Bacon'}),frozenset({'Salt'}),0.16810344827586207,0.39,0.9781621621621622,Bacon,Salt
frozenset({'Bacon'}),frozenset({'ShavingFoam'}),0.21551724137931033,0.5,1.2340425531914894,Bacon,ShavingFoam
frozenset({'Bacon'}),frozenset({'Toothpaste'}),0.17456896551724138,0.405,1.0557303370786517,Bacon,Toothpaste
frozenset({'Banana'}),frozenset({'Cheese'}),0.22413793103448276,0.5,1.1262135922330097,Banana,Cheese
frozenset({'Banana'}),frozenset({'Meat'}),0.19181034482758622,0.4278846153846154,1.102991452991453,Banana,Meat
frozenset({'Banana'}),frozenset({'Onion'}),0.20905172413793102,0.4663461538461538,1.2294580419580419,Banana,Onion
frozenset({'Banana'}),frozenset({'Salt'}),0.1939655172413793,0.4326923076923077,1.0852390852390852,Banana,Salt
frozenset({'Banana'}),frozenset({'ShavingFoam'}),0.21982758620689655,0.49038461538461536,1.2103109656301145,Banana,ShavingFoam
frozenset({'Banana'}),frozenset({'Toothpaste'}),0.2025862068965517,0.45192307692307687,1.1780466724286947,Banana,Toothpaste
frozenset({'Cheese'}),frozenset({'Cucumber'}),0.19181034482758622,0.4320388349514563,1.1325763808896931,Cheese,Cucumber
frozenset({'Cheese'}),frozenset({'Egg'}),0.22198275862068967,0.5,1.2406417112299466,Cheese,Egg
frozenset({'Cheese'}),frozenset({'Flour'}),0.1896551724137931,0.42718446601941745,1.1073385040950263,Cheese,Flour
frozenset({'Cheese'}),frozenset({'Hazelnut'}),0.20689655172413793,0.4660194174757281,1.1088872292755787,Cheese,Hazelnut
frozenset({'Cheese'}),frozenset({'HeavyCream'}),0.20043103448275862,0.4514563106796116,1.085366467126113,Cheese,HeavyCream
frozenset({'Cheese'}),frozenset({'Honey'}),0.21767241379310345,0.49029126213592233,1.1787313245133055,Cheese,Honey
frozenset({'Cheese'}),frozenset({'Meat'}),0.20474137931034483,0.4611650485436893,1.1887810140237325,Cheese,Meat
frozenset({'Cheese'}),frozenset({'Milk'}),0.1788793103448276,0.4029126213592233,1.0869270715737185,Cheese,Milk
frozenset({'Cheese'}),frozenset({'Onion'}),0.19181034482758622,0.4320388349514563,1.1390114739629302,Cheese,Onion
frozenset({'Cheese'}),frozenset({'Salt'}),0.20043103448275862,0.4514563106796116,1.132301233272107,Cheese,Salt
frozenset({'Cheese'}),frozenset({'ShavingFoam'}),0.21336206896551724,0.4805825242718446,1.1861185705432762,Cheese,ShavingFoam
frozenset({'Cheese'}),frozenset({'Sugar'}),0.1875,0.4223300970873786,1.1527127355796687,Cheese,Sugar
frozenset({'Cheese'}),frozenset({'Toothpaste'}),0.19827586206896552,0.4466019417475728,1.1641758481509763,Cheese,Toothpaste
frozenset({'Cucumber'}),frozenset({'Egg'}),0.1853448275862069,0.48587570621468923,1.2055953352065016,Cucumber,Egg
frozenset({'Cucumber'}),frozenset({'HeavyCream'}),0.17456896551724138,0.45762711864406774,1.1002019847194169,Cucumber,HeavyCream
frozenset({'Cucumber'}),frozenset({'Meat'}),0.16594827586206898,0.4350282485875706,1.1214061519146266,Cucumber,Meat
frozenset({'Cucumber'}),frozenset({'Onion'}),0.1788793103448276,0.4689265536723164,1.236260914227016,Cucumber,Onion
frozenset({'Cucumber'}),frozenset({'Salt'}),0.18318965517241378,0.48022598870056493,1.2044586959841197,Cucumber,Salt
frozenset({'Cucumber'}),frozenset({'ShavingFoam'}),0.1788793103448276,0.4689265536723164,1.1573506431061427,Cucumber,ShavingFoam
frozenset({'Cucumber'}),frozenset({'Sugar'}),0.16379310344827586,0.42937853107344626,1.1719508142239945,Cucumber,Sugar
frozenset({'Cucumber'}),frozenset({'Toothpaste'}),0.1724137931034483,0.4519774011299435,1.178188281597156,Cucumber,Toothpaste
frozenset({'Egg'}),frozenset({'Flour'}),0.1810344827586207,0.44919786096256686,1.16440115914319,Egg,Flour
frozenset({'Egg'}),frozenset({'Honey'}),0.20905172413793102,0.5187165775401069,1.2470699066249202,Egg,Honey
frozenset({'Egg'}),frozenset({'Meat'}),0.1853448275862069,0.4598930481283423,1.1855020796197269,Egg,Meat
frozenset({'Egg'}),frozenset({'Milk'}),0.1788793103448276,0.4438502673796792,1.197363512000995,Egg,Milk
frozenset({'Egg'}),frozenset({'Onion'}),0.17456896551724138,0.43315508021390375,1.14195430238211,Egg,Onion
frozenset({'Egg'}),frozenset({'Salt'}),0.1853448275862069,0.4598930481283423,1.1534614828732477,Egg,Salt
frozenset({'Egg'}),frozenset({'ShavingFoam'}),0.18318965517241378,0.45454545454545453,1.1218568665377175,Egg,ShavingFoam
frozenset({'Egg'}),frozenset({'Toothpaste'}),0.1810344827586207,0.44919786096256686,1.1709427386889384,Egg,Toothpaste
frozenset({'Flour'}),frozenset({'HeavyCream'}),0.16163793103448276,0.41899441340782123,1.007323356586679,Flour,HeavyCream
frozenset({'Flour'}),frozenset({'Meat'}),0.14870689655172414,0.3854748603351955,0.9936685288640595,Flour,Meat
frozenset({'Flour'}),frozenset({'Onion'}),0.14655172413793102,0.37988826815642457,1.0015236160487557,Flour,Onion
frozenset({'Flour'}),frozenset({'Salt'}),0.15732758620689655,0.4078212290502793,1.0228597312396195,Flour,Salt
frozenset({'Flour'}),frozenset({'ShavingFoam'}),0.15732758620689655,0.4078212290502793,1.0065375014857958,Flour,ShavingFoam
frozenset({'Flour'}),frozenset({'Sugar'}),0.14655172413793102,0.37988826815642457,1.0368715083798883,Flour,Sugar
frozenset({'Flour'}),frozenset({'Toothpaste'}),0.18318965517241378,0.47486033519553067,1.2378381771389113,Flour,Toothpaste
frozenset({'Hazelnut'}),frozenset({'Meat'}),0.19181034482758622,0.4564102564102564,1.1765242165242165,Hazelnut,Meat
frozenset({'Hazelnut'}),frozenset({'Onion'}),0.1810344827586207,0.43076923076923074,1.1356643356643357,Hazelnut,Onion
frozenset({'Hazelnut'}),frozenset({'Salt'}),0.18318965517241378,0.43589743589743585,1.093277893277893,Hazelnut,Salt
frozenset({'Hazelnut'}),frozenset({'ShavingFoam'}),0.19181034482758622,0.4564102564102564,1.1264593562465903,Hazelnut,ShavingFoam
frozenset({'Hazelnut'}),frozenset({'Toothpaste'}),0.2025862068965517,0.482051282051282,1.2565831172572743,Hazelnut,Toothpaste
frozenset({'HeavyCream'}),frozenset({'Honey'}),0.20474137931034483,0.4922279792746114,1.1833874734892214,HeavyCream,Honey
frozenset({'HeavyCream'}),frozenset({'Meat'}),0.1939655172413793,0.46632124352331605,1.2020725388601037,HeavyCream,Meat
frozenset({'HeavyCream'}),frozenset({'Milk'}),0.20689655172413793,0.49740932642487046,1.3418484154717434,HeavyCream,Milk
frozenset({'HeavyCream'}),frozenset({'Onion'}),0.1810344827586207,0.43523316062176165,1.1474328780028262,HeavyCream,Onion
frozenset({'HeavyCream'}),frozenset({'Salt'}),0.20689655172413793,0.49740932642487046,1.2475563646548102,HeavyCream,Salt
frozenset({'HeavyCream'}),frozenset({'ShavingFoam'}),0.19181034482758622,0.461139896373057,1.1381325101973323,HeavyCream,ShavingFoam
frozenset({'HeavyCream'}),frozenset({'Toothpaste'}),0.19181034482758622,0.461139896373057,1.2020725388601037,HeavyCream,Toothpaste
frozenset({'Honey'}),frozenset({'Meat'}),0.2025862068965517,0.48704663212435234,1.2554979850316639,Honey,Meat
frozenset({'Honey'}),frozenset({'Onion'}),0.17672413793103448,0.42487046632124353,1.1201130475741876,Honey,Onion
frozenset({'Honey'}),frozenset({'Salt'}),0.16810344827586207,0.4041450777202073,1.0136395462820333,Honey,Salt
frozenset({'Honey'}),frozenset({'ShavingFoam'}),0.1875,0.45077720207253885,1.1125564987322236,Honey,ShavingFoam
frozenset({'Honey'}),frozenset({'Sugar'}),0.1724137931034483,0.4145077720207254,1.1313623895153917,Honey,Sugar
frozenset({'Honey'}),frozenset({'Toothpaste'}),0.1810344827586207,0.43523316062176165,1.1345403737556035,Honey,Toothpaste
frozenset({'Meat'}),frozenset({'Milk'}),0.15301724137931033,0.39444444444444443,1.0640826873385012,Meat,Milk
frozenset({'Meat'}),frozenset({'Onion'}),0.1788793103448276,0.46111111111111114,1.2156565656565659,Meat,Onion
frozenset({'Meat'}),frozenset({'Salt'}),0.17456896551724138,0.45,1.1286486486486487,Meat,Salt
frozenset({'Meat'}),frozenset({'ShavingFoam'}),0.18318965517241378,0.4722222222222222,1.16548463356974,Meat,ShavingFoam
frozenset({'Meat'}),frozenset({'Sugar'}),0.1875,0.48333333333333334,1.31921568627451,Meat,Sugar
frozenset({'Meat'}),frozenset({'Toothpaste'}),0.16810344827586207,0.43333333333333335,1.1295880149812734,Meat,Toothpaste
frozenset({'Milk'}),frozenset({'Onion'}),0.16810344827586207,0.45348837209302323,1.1955602536997885,Milk,Onion
frozenset({'Milk'}),frozenset({'Salt'}),0.14870689655172414,0.4011627906976744,1.0061596480201132,Milk,Salt
frozenset({'Milk'}),frozenset({'ShavingFoam'}),0.14655172413793102,0.39534883720930225,0.9757545769421078,Milk,ShavingFoam
frozenset({'Milk'}),frozenset({'Sugar'}),0.14870689655172414,0.4011627906976744,1.094938440492476,Milk,Sugar
frozenset({'Milk'}),frozenset({'Toothpaste'}),0.17672413793103448,0.4767441860465116,1.2427488894695582,Milk,Toothpaste
frozenset({'Onion'}),frozenset({'Salt'}),0.1875,0.4943181818181818,1.2398034398034399,Onion,Salt
frozenset({'Onion'}),frozenset({'ShavingFoam'}),0.1896551724137931,0.5,1.2340425531914894,Onion,ShavingFoam
frozenset({'Onion'}),frozenset({'Sugar'}),0.16379310344827586,0.4318181818181818,1.1786096256684493,Onion,Sugar
frozenset({'Onion'}),frozenset({'Toothpaste'}),0.1939655172413793,0.5113636363636364,1.3329928498467822,Onion,Toothpaste
frozenset({'Salt'}),frozenset({'ShavingFoam'}),0.1875,0.47027027027027024,1.1606670500287521,Salt,ShavingFoam
frozenset({'Salt'}),frozenset({'Sugar'}),0.1875,0.47027027027027024,1.2835612082670906,Salt,Sugar
frozenset({'Salt'}),frozenset({'Toothpaste'}),0.1939655172413793,0.48648648648648646,1.2681445490434253,Salt,Toothpaste
frozenset({'ShavingFoam'}),frozenset({'Sugar'}),0.1788793103448276,0.4414893617021277,1.205006257822278,ShavingFoam,Sugar
frozenset({'ShavingFoam'}),frozenset({'Toothpaste'}),0.1875,0.46276595744680854,1.2063112598613435,ShavingFoam,Toothpaste
frozenset({'Sugar'}),frozenset({'Toothpaste'}),0.17456896551724138,0.47647058823529415,1.2420356906807668,Sugar,Toothpaste
frozenset({'Bread'}),frozenset({'Onion'}),0.16594827586206898,0.40740740740740744,1.0740740740740742,Bread,Onion
frozenset({'Bread'}),frozenset({'Toothpaste'}),0.17456896551724138,0.42857142857142855,1.117174959871589,Bread,Toothpaste
frozenset({'Egg'}),frozenset({'Olive'}),0.18318965517241378,0.45454545454545453,1.1915767847971237,Egg,Olive
frozenset({'Egg'}),frozenset({'Shampoo'}),0.16810344827586207,0.41711229946524064,1.138471217363951,Egg,Shampoo
frozenset({'Olive'}),frozenset({'Onion'}),0.17456896551724138,0.45762711864406774,1.2064714946070878,Olive,Onion
frozenset({'Olive'}),frozenset({'Toothpaste'}),0.17025862068965517,0.44632768361581915,1.1634609280771915,Olive,Toothpaste
frozenset({'Onion'}),frozenset({'Shampoo'}),0.14870689655172414,0.3920454545454546,1.0700534759358291,Onion,Shampoo
frozenset({'Shampoo'}),frozenset({'Toothpaste'}),0.14655172413793102,0.39999999999999997,1.042696629213483,Shampoo,Toothpaste
frozenset({'Carrot'}),frozenset({'Salt'}),0.1853448275862069,0.4479166666666667,1.1234234234234235,Carrot,Salt
frozenset({'Butter'}),frozenset({'Carrot'}),0.16163793103448276,0.4310344827586207,1.0416666666666667,Butter,Carrot
frozenset({'Butter'}),frozenset({'Cheese'}),0.21551724137931033,0.5747126436781609,1.2944983818770226,Butter,Cheese
frozenset({'Butter'}),frozenset({'Egg'}),0.16163793103448276,0.4310344827586207,1.0695187165775402,Butter,Egg
frozenset({'Butter'}),frozenset({'HeavyCream'}),0.1724137931034483,0.4597701149425288,1.1053540587219346,Butter,HeavyCream
frozenset({'Butter'}),frozenset({'Meat'}),0.16379310344827586,0.43678160919540227,1.1259259259259258,Butter,Meat
frozenset({'Butter'}),frozenset({'Onion'}),0.1788793103448276,0.4770114942528736,1.2575757575757578,Butter,Onion
frozenset({'Butter'}),frozenset({'ShavingFoam'}),0.1896551724137931,0.5057471264367815,1.24822695035461,Butter,ShavingFoam
frozenset({'Carrot'}),frozenset({'Cheese'}),0.21767241379310345,0.5260416666666667,1.1848705501618124,Carrot,Cheese
frozenset({'Carrot'}),frozenset({'Honey'}),0.20474137931034483,0.4947916666666667,1.1895509499136443,Carrot,Honey
frozenset({'Carrot'}),frozenset({'Meat'}),0.16810344827586207,0.40625,1.0472222222222223,Carrot,Meat
frozenset({'Carrot'}),frozenset({'Olive'}),0.1853448275862069,0.4479166666666667,1.1741996233521657,Carrot,Olive
frozenset({'Carrot'}),frozenset({'Onion'}),0.18318965517241378,0.4427083333333333,1.1671401515151516,Carrot,Onion
frozenset({'Carrot'}),frozenset({'ShavingFoam'}),0.1853448275862069,0.4479166666666667,1.1054964539007093,Carrot,ShavingFoam
frozenset({'Cheese'}),frozenset({'Olive'}),0.17025862068965517,0.3834951456310679,1.0053206077560197,Cheese,Olive
frozenset({'HeavyCream'}),frozenset({'Olive'}),0.17456896551724138,0.4196891191709845,1.1002019847194169,HeavyCream,Olive
frozenset({'Meat'}),frozenset({'Olive'}),0.17025862068965517,0.4388888888888889,1.1505335844318894,Meat,Olive
frozenset({'Olive'}),frozenset({'ShavingFoam'}),0.1724137931034483,0.4519774011299435,1.115518692150499,Olive,ShavingFoam
frozenset({'HeavyCream'}),frozenset({'Shampoo'}),0.16810344827586207,0.4041450777202073,1.103078329777507,HeavyCream,Shampoo
frozenset({'Salt'}),frozenset({'Shampoo'}),0.17456896551724138,0.43783783783783786,1.195039745627981,Salt,Shampoo
frozenset({'Butter'}),frozenset({'Toothpaste'}),0.1810344827586207,0.4827586206896552,1.2584269662921348,Butter,Toothpaste
frozenset({'Carrot'}),frozenset({'Flour'}),0.17456896551724138,0.421875,1.0935754189944134,Carrot,Flour
frozenset({'Carrot'}),frozenset({'Toothpaste'}),0.20474137931034483,0.4947916666666667,1.2897940074906367,Carrot,Toothpaste
frozenset({'Butter'}),frozenset({'Sugar'}),0.15301724137931033,0.4080459770114942,1.1137254901960782,Butter,Sugar
frozenset({'Bread'}),frozenset({'Meat'}),0.17025862068965517,0.41798941798941797,1.0774838330393885,Bread,Meat
frozenset({'Bread'}),frozenset({'ShavingFoam'}),0.1853448275862069,0.455026455026455,1.123044016661038,Bread,ShavingFoam
frozenset({'Carrot'}),frozenset({'Milk'}),0.1724137931034483,0.4166666666666667,1.124031007751938,Carrot,Milk
frozenset({'Carrot'}),frozenset({'Shampoo'}),0.16810344827586207,0.40625,1.1088235294117648,Carrot,Shampoo
frozenset({'Meat'}),frozenset({'Shampoo'}),0.1788793103448276,0.46111111111111114,1.258562091503268,Meat,Shampoo
frozenset({'Olive'}),frozenset({'Sugar'}),0.15732758620689655,0.4124293785310734,1.1256895978730475,Olive,Sugar
frozenset({'Shampoo'}),frozenset({'ShavingFoam'}),0.16379310344827586,0.4470588235294118,1.1033792240300377,Shampoo,ShavingFoam
frozenset({'Shampoo'}),frozenset({'Sugar'}),0.15086206896551724,0.411764705882353,1.1238754325259517,Shampoo,Sugar
